 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20528 |       10 | tcn     |                  | ::1         |                 |       53170 | 2019-11-01 20:31:27.334071+08 | 2019-11-01 20:46:43.209356+08 | 2019-11-01 20:46:43.211784+08 | 2019-11-01 20:46:43.211886+08 | Client          | ClientRead          | idle in transaction |     5672371 |              | execute p_new_order6_2(8280)                                                   | client backend
 16384 | vandat  | 20529 |       10 | tcn     |                  | ::1         |                 |       53172 | 2019-11-01 20:31:27.334566+08 | 2019-11-01 20:46:43.176866+08 | 2019-11-01 20:46:43.209611+08 | 2019-11-01 20:46:43.209613+08 | IO              | DataFileWrite       | active              |     5672322 |      5672248 | execute p_new_order9_5(3337,3,31,11,70524,31,2,189,'ffffffffffffffffffffffff') | client backend
 16384 | vandat  | 20527 |       10 | tcn     |                  | ::1         |                 |       53168 | 2019-11-01 20:31:27.33363+08  | 2019-11-01 20:46:43.169555+08 | 2019-11-01 20:46:43.170068+08 | 2019-11-01 20:46:43.17007+08  | IO              | DataFileRead        | active              |             |      5672127 | execute p_stocklevel2_8(59,3,3305,3285,59,20)                                  | client backend
 16384 | vandat  | 20531 |       10 | tcn     |                  | ::1         |                 |       53176 | 2019-11-01 20:31:27.336773+08 | 2019-11-01 20:46:43.205217+08 | 2019-11-01 20:46:43.210604+08 | 2019-11-01 20:46:43.210695+08 |                 |                     | idle in transaction |     5672366 |              | execute p_new_order6_2(40286)                                                  | client backend
 16384 | vandat  | 20530 |       10 | tcn     |                  | ::1         |                 |       53174 | 2019-11-01 20:31:27.336733+08 | 2019-11-01 20:46:43.20961+08  | 2019-11-01 20:46:43.209888+08 | 2019-11-01 20:46:43.209889+08 |                 |                     | active              |             |      5672248 | execute p_purge2_2(17,1,2422)                                                  | client backend
 16384 | vandat  | 20532 |       10 | tcn     |                  | ::1         |                 |       53178 | 2019-11-01 20:31:27.337939+08 | 2019-11-01 20:46:43.141708+08 | 2019-11-01 20:46:43.21132+08  | 2019-11-01 20:46:43.211662+08 | Client          | ClientRead          | idle in transaction |     5672248 |              | execute p_delivery7_5(28894,544,9,58)                                          | client backend
 16384 | vandat  | 20533 |       10 | tcn     |                  | ::1         |                 |       53180 | 2019-11-01 20:31:27.339019+08 | 2019-11-01 20:46:43.200647+08 | 2019-11-01 20:46:43.205885+08 | 2019-11-01 20:46:43.205887+08 | IO              | DataFileWrite       | active              |     5672361 |      5672248 | execute p_new_order4_8(3337,8,40,2484,6,1)                                     | client backend
 16384 | vandat  | 20535 |       10 | tcn     |                  | ::1         |                 |       53184 | 2019-11-01 20:31:27.341529+08 | 2019-11-01 20:46:43.204379+08 | 2019-11-01 20:46:43.204457+08 | 2019-11-01 20:46:43.204459+08 | IO              | DataFileRead        | active              |             |      5672248 | execute p_new_order1_6(70,5,1045)                                              | client backend
 16384 | vandat  | 20534 |       10 | tcn     |                  | ::1         |                 |       53182 | 2019-11-01 20:31:27.341202+08 | 2019-11-01 20:46:43.20969+08  | 2019-11-01 20:46:43.210821+08 | 2019-11-01 20:46:43.210822+08 |                 |                     | active              |             |      5672248 | execute p_purge2_5(80,10,2405)                                                 | client backend
 16384 | vandat  | 20536 |       10 | tcn     |                  | ::1         |                 |       53186 | 2019-11-01 20:31:27.343433+08 | 2019-11-01 20:46:43.199849+08 | 2019-11-01 20:46:43.211053+08 | 2019-11-01 20:46:43.211055+08 |                 |                     | active              |     5672355 |      5672248 | execute p_new_order9_3(3317,2,76,5,3861,76,2,157,'rrrrrrrrrrrrrrrrrrrrrrrr')   | client backend
 16384 | vandat  | 20537 |       10 | tcn     |                  | ::1         |                 |       53188 | 2019-11-01 20:31:27.344833+08 | 2019-11-01 20:46:43.202929+08 | 2019-11-01 20:46:43.202996+08 | 2019-11-01 20:46:43.202997+08 |                 |                     | active              |             |      5672205 | execute p_orderstatus1_8(65,3,'ABLEPRESEING')                                  | client backend
 16384 | vandat  | 20538 |       10 | tcn     |                  | ::1         |                 |       53190 | 2019-11-01 20:31:27.345248+08 | 2019-11-01 20:46:43.198529+08 | 2019-11-01 20:46:43.198889+08 | 2019-11-01 20:46:43.210785+08 |                 |                     | idle in transaction |             |              | execute p_purge2_3(84,8,2410)                                                  | client backend
 16384 | vandat  | 20539 |       10 | tcn     |                  | ::1         |                 |       53192 | 2019-11-01 20:31:27.347453+08 | 2019-11-01 20:46:43.142773+08 | 2019-11-01 20:46:43.202071+08 | 2019-11-01 20:46:43.202072+08 | IO              | DataFileWrite       | active              |     5672250 |      5672205 | execute p_delivery5_7(2425,7,31)                                               | client backend
 16384 | vandat  | 20540 |       10 | tcn     |                  | ::1         |                 |       53194 | 2019-11-01 20:31:27.3481+08   | 2019-11-01 20:46:43.19842+08  | 2019-11-01 20:46:43.211778+08 | 2019-11-01 20:46:43.211938+08 |                 |                     | idle in transaction |     5672354 |              | execute p_new_order7_4_03(62391,95)                                            | client backend
 16384 | vandat  | 20541 |       10 | tcn     |                  | ::1         |                 |       53196 | 2019-11-01 20:31:27.34877+08  | 2019-11-01 20:46:43.198148+08 | 2019-11-01 20:46:43.198633+08 | 2019-11-01 20:46:43.198635+08 | IO              | DataFileWrite       | active              |             |      5672205 | execute p_stocklevel2_4(7,6,3344,3324,7,11)                                    | client backend
 16384 | vandat  | 20542 |       10 | tcn     |                  | ::1         |                 |       53198 | 2019-11-01 20:31:27.351722+08 | 2019-11-01 20:46:43.181051+08 | 2019-11-01 20:46:43.211737+08 | 2019-11-01 20:46:43.211738+08 |                 |                     | active              |     5672326 |      5672248 | execute p_new_order9_8(3296,8,80,8,88374,80,5,52,'dddddddddddddddddddddddd')   | client backend
 16384 | vandat  | 20543 |       10 | tcn     |                  | ::1         |                 |       53200 | 2019-11-01 20:31:27.352177+08 | 2019-11-01 20:46:43.182741+08 | 2019-11-01 20:46:43.209759+08 | 2019-11-01 20:46:43.20976+08  | LWLock          | wal_insert          | active              |     5672325 |      5672248 | execute p_delivery5_4(2454,4,11)                                               | client backend
 16384 | vandat  | 20544 |       10 | tcn     |                  | ::1         |                 |       53202 | 2019-11-01 20:31:27.352854+08 | 2019-11-01 20:46:43.16486+08  | 2019-11-01 20:46:43.209358+08 | 2019-11-01 20:46:43.211811+08 | Client          | ClientRead          | idle in transaction |     5672295 |              | execute p_new_order7_2_08(96212,6)                                             | client backend
 16384 | vandat  | 20546 |       10 | tcn     |                  | ::1         |                 |       53206 | 2019-11-01 20:31:27.355928+08 | 2019-11-01 20:46:43.179234+08 | 2019-11-01 20:46:43.211608+08 | 2019-11-01 20:46:43.21219+08  |                 |                     | idle in transaction |     5672320 |              | execute p_new_order7_5_07(59838,43)                                            | client backend
 16384 | vandat  | 20545 |       10 | tcn     |                  | ::1         |                 |       53204 | 2019-11-01 20:31:27.355219+08 | 2019-11-01 20:46:43.177085+08 | 2019-11-01 20:46:43.210355+08 | 2019-11-01 20:46:43.210828+08 |                 |                     | idle in transaction |     5672316 |              | execute p_new_order7_3_02(60387,87)                                            | client backend
 16384 | vandat  | 20547 |       10 | tcn     |                  | ::1         |                 |       53208 | 2019-11-01 20:31:27.358052+08 | 2019-11-01 20:46:43.152544+08 | 2019-11-01 20:46:43.152846+08 | 2019-11-01 20:46:43.152848+08 |                 |                     | active              |             |      5672048 | execute p_stocklevel2_7(48,9,3324,3304,48,10)                                  | client backend
 16384 | vandat  | 20548 |       10 | tcn     |                  | ::1         |                 |       53210 | 2019-11-01 20:31:27.358261+08 | 2019-11-01 20:46:43.207381+08 | 2019-11-01 20:46:43.212021+08 | 2019-11-01 20:46:43.212202+08 |                 |                     | idle in transaction |     5672367 |              | execute p_new_order7_4_08(15497,24)                                            | client backend
